number,name,organ_smiles
1,MIL53(Al),['c1(cc(ccc1C(=O)[O-])C(=O)[O-])']
2,MIL53(Al),['c1(cc(ccc1C(=O)[O-])C(=O)[O-])']
3,MIL53(Al),['c1(cc(ccc1C(=O)[O-])C(=O)[O-])']
4,MIL53(Al),['c1(cc(ccc1C(=O)[O-])C(=O)[O-])']
5,MIL53(Al),['c1(cc(ccc1C(=O)[O-])C(=O)[O-])']
6,MIL53(Al),['c1(cc(ccc1C(=O)[O-])C(=O)[O-])']
7,MIL53(Al),['c1(cc(ccc1C(=O)[O-])C(=O)[O-])']
8,MIL53(Al),['c1(cc(ccc1C(=O)[O-])C(=O)[O-])']
9,ZIF(8)ZnH2O,['Cc1[n-]ccn1']
10,ZIF(8)ZnMeOH,['Cc1[n-]ccn1']
11,ZIF(8)ZnH2O,['Cc1[n-]ccn1']
12,ZIF(8)ZnH2O,['Cc1[n-]ccn1']
13,ZIF(8)ZnH2O,['Cc1[n-]ccn1']
14,ZIF(8)ZnH2O,['Cc1[n-]ccn1']
15,ZIF(8)ZnH2O,['Cc1[n-]ccn1']
16,ZIF(8)ZnH2O,['Cc1[n-]ccn1']
17,ZIF(8)ZnH2O,['Cc1[n-]ccn1']
18,ZIF(8)ZnH2O,['Cc1[n-]ccn1']
19,MIL(53)Fe,['c1(cc(ccc1C(=O)[O-])C(=O)[O-])']
20,MIL(53)Fe,['c1(cc(ccc1C(=O)[O-])C(=O)[O-])']
21,MIL(53)Fe,['c1(cc(ccc1C(=O)[O-])C(=O)[O-])']
22,MIL(53)Fe,['c1(cc(ccc1C(=O)[O-])C(=O)[O-])']
23,MIL(53)Fe,['c1(cc(ccc1C(=O)[O-])C(=O)[O-])']
24,MIL(53)Fe,['c1(cc(ccc1C(=O)[O-])C(=O)[O-])']
25,MIL(53)Fe,['c1(cc(ccc1C(=O)[O-])C(=O)[O-])']
26,MOF(808)Zr,['c1c(cc(cc1C(=O)[O-])C(=O)[O-])C(=O)[O-]']
27,UiO(66)Zr,['c1(cc(ccc1C(=O)[O-])C(=O)[O-])']
28,UiO(66)Zr,['c1(cc(ccc1C(=O)[O-])C(=O)[O-])']
29,UiO(66)Zr,['c1(cc(ccc1C(=O)[O-])C(=O)[O-])']
30,UiO(66)Zr,['c1(cc(ccc1C(=O)[O-])C(=O)[O-])']
31,UiO(66)Zr,['c1(cc(ccc1C(=O)[O-])C(=O)[O-])']
32,UiO(66)Zr,['c1(cc(ccc1C(=O)[O-])C(=O)[O-])']
33,UiO(66)Zr,['c1(cc(ccc1C(=O)[O-])C(=O)[O-])']
34,UiO(66)Zr,['c1(cc(ccc1C(=O)[O-])C(=O)[O-])']
35,UiO(66)Zr,['c1(cc(ccc1C(=O)[O-])C(=O)[O-])']
36,UiO(66)Zr,['c1(cc(ccc1C(=O)[O-])C(=O)[O-])']
37,UiO(66)Zr,['c1(cc(ccc1C(=O)[O-])C(=O)[O-])']
38,UiO(66)Zr,['c1(cc(ccc1C(=O)[O-])C(=O)[O-])']
39,UiO(66)Zr,['c1(cc(ccc1C(=O)[O-])C(=O)[O-])']
40,UiO(66)Zr,['c1(cc(ccc1C(=O)[O-])C(=O)[O-])']
41,UiO(66)Zr,['c1(cc(ccc1C(=O)[O-])C(=O)[O-])']
42,MIL(100)Fe,['c1c(cc(cc1C(=O)[O-])C(=O)[O-])C(=O)[O-]']
43,MIL(100)Fe,['c1c(cc(cc1C(=O)[O-])C(=O)[O-])C(=O)[O-]']
44,MIL(100)Fe,['c1c(cc(cc1C(=O)[O-])C(=O)[O-])C(=O)[O-]']
45,MIL(100)Fe,['c1c(cc(cc1C(=O)[O-])C(=O)[O-])C(=O)[O-]']
46,MIL(100)Fe,['c1c(cc(cc1C(=O)[O-])C(=O)[O-])C(=O)[O-]']
47,MIL(100)Fe,['c1c(cc(cc1C(=O)[O-])C(=O)[O-])C(=O)[O-]']
48,MIL(100)Fe,['c1c(cc(cc1C(=O)[O-])C(=O)[O-])C(=O)[O-]']
49,MIL(100)Fe,['c1c(cc(cc1C(=O)[O-])C(=O)[O-])C(=O)[O-]']
50,MIL(100)Fe,['c1c(cc(cc1C(=O)[O-])C(=O)[O-])C(=O)[O-]']
51,MIL(100)Fe,['c1c(cc(cc1C(=O)[O-])C(=O)[O-])C(=O)[O-]']
52,MIL(101)Cr,['c1(cc(ccc1C(=O)[O-])C(=O)[O-])']
53,MIL(88B)FeNH2,['NC1=C(C([O-])=O)C=CC(C([O-])=O)=C1']
54,MIL(88B)FeNH2,['NC1=C(C([O-])=O)C=CC(C([O-])=O)=C1']
55,MIL(88B)FeNH2,['NC1=C(C([O-])=O)C=CC(C([O-])=O)=C1']
56,MIL(88B)FeNH2,['NC1=C(C([O-])=O)C=CC(C([O-])=O)=C1']
57,MIL(88B)FeNH2,['NC1=C(C([O-])=O)C=CC(C([O-])=O)=C1']
58,MIL(88B)FeNH2,['NC1=C(C([O-])=O)C=CC(C([O-])=O)=C1']
59,MIL(88B)FeNH2,['NC1=C(C([O-])=O)C=CC(C([O-])=O)=C1']
60,MIL(88B)FeNH2,['NC1=C(C([O-])=O)C=CC(C([O-])=O)=C1']
61,MIL(88B)FeNH2,['NC1=C(C([O-])=O)C=CC(C([O-])=O)=C1']
62,AUBM(1)In,"['Cc1[n-]ccn1', 'c1c(c(cc(c1C(=O)[O-])C(=O)[O-])C(=O)[O-])C(=O)[O-]']"
63,AUBM(1)In,"['Cc1[n-]ccn1', 'c1c(c(cc(c1C(=O)[O-])C(=O)[O-])C(=O)[O-])C(=O)[O-]']"
64,AUBM(1)In,"['Cc1[n-]ccn1', 'c1c(c(cc(c1C(=O)[O-])C(=O)[O-])C(=O)[O-])C(=O)[O-]']"
65,AUBM(1)In,"['Cc1[n-]ccn1', 'c1c(c(cc(c1C(=O)[O-])C(=O)[O-])C(=O)[O-])C(=O)[O-]']"
66,AUBM(1)In,"['Cc1[n-]ccn1', 'c1c(c(cc(c1C(=O)[O-])C(=O)[O-])C(=O)[O-])C(=O)[O-]']"
67,AUBM(1)In,"['Cc1[n-]ccn1', 'c1c(c(cc(c1C(=O)[O-])C(=O)[O-])C(=O)[O-])C(=O)[O-]']"
68,AUBM(1)In,"['Cc1[n-]ccn1', 'c1c(c(cc(c1C(=O)[O-])C(=O)[O-])C(=O)[O-])C(=O)[O-]']"
69,AUBM(1)In,"['Cc1[n-]ccn1', 'c1c(c(cc(c1C(=O)[O-])C(=O)[O-])C(=O)[O-])C(=O)[O-]']"
70,AUBM(1)In,"['Cc1[n-]ccn1', 'c1c(c(cc(c1C(=O)[O-])C(=O)[O-])C(=O)[O-])C(=O)[O-]']"
71,CoMOF,"['O=S([O-])(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)=O', 'C1(C2=CC[N-]C=C2)=CC[N-]C=C1']"
72,CoMOF,"['O=S([O-])(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)=O', 'C1(C2=CC[N-]C=C2)=CC[N-]C=C1']"
73,CoMOF,"['O=S([O-])(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)=O', 'C1(C2=CC[N-]C=C2)=CC[N-]C=C1']"
74,CoMOF,"['O=S([O-])(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)=O', 'C1(C2=CC[N-]C=C2)=CC[N-]C=C1']"
75,CoMOF,"['O=S([O-])(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)=O', 'C1(C2=CC[N-]C=C2)=CC[N-]C=C1']"
76,CoMOF,"['O=S([O-])(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)=O', 'C1(C2=CC[N-]C=C2)=CC[N-]C=C1']"
77,CoMOF,"['O=S([O-])(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)=O', 'C1(C2=CC[N-]C=C2)=CC[N-]C=C1']"
78,CoMOF,"['O=S([O-])(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)=O', 'C1(C2=CC[N-]C=C2)=CC[N-]C=C1']"
79,CoMOF,"['O=S([O-])(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)=O', 'C1(C2=CC[N-]C=C2)=CC[N-]C=C1']"
80,CoMOF,"['O=S([O-])(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)=O', 'C1(C2=CC[N-]C=C2)=CC[N-]C=C1']"
81,CoMOF,"['O=S([O-])(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)=O', 'C1(C2=CC[N-]C=C2)=CC[N-]C=C1']"
82,CoMOF,"['O=S([O-])(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)=O', 'C1(C2=CC[N-]C=C2)=CC[N-]C=C1']"
83,CoMOF,"['O=S([O-])(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)=O', 'C1(C2=CC[N-]C=C2)=CC[N-]C=C1']"
84,CoMOF,"['O=S([O-])(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)=O', 'C1(C2=CC[N-]C=C2)=CC[N-]C=C1']"
85,CoMOF,"['O=S([O-])(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)=O', 'C1(C2=CC[N-]C=C2)=CC[N-]C=C1']"
86,CoMOF,"['O=S([O-])(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)=O', 'C1(C2=CC[N-]C=C2)=CC[N-]C=C1']"
87,CoMOF,"['O=S([O-])(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)=O', 'C1(C2=CC[N-]C=C2)=CC[N-]C=C1']"
88,CoMOF,"['O=S([O-])(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)=O', 'C1(C2=CC[N-]C=C2)=CC[N-]C=C1']"
89,CoMOF,"['O=S([O-])(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)=O', 'C1(C2=CC[N-]C=C2)=CC[N-]C=C1']"
90,CoMOF,"['O=S([O-])(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)=O', 'C1(C2=CC[N-]C=C2)=CC[N-]C=C1']"
91,CoMOF,"['O=S([O-])(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)=O', 'C1(C2=CC[N-]C=C2)=CC[N-]C=C1']"
92,CoMOF,"['O=S([O-])(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)=O', 'C1(C2=CC[N-]C=C2)=CC[N-]C=C1']"
93,CoMOF,"['O=S([O-])(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)=O', 'C1(C2=CC[N-]C=C2)=CC[N-]C=C1']"
94,CoMOF,"['O=S([O-])(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)=O', 'C1(C2=CC[N-]C=C2)=CC[N-]C=C1']"
95,CoMOF,"['O=S([O-])(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)=O', 'C1(C2=CC[N-]C=C2)=CC[N-]C=C1']"
96,CoMOF,"['O=S([O-])(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)=O', 'C1(C2=CC[N-]C=C2)=CC[N-]C=C1']"
97,CoMOF,"['O=S([O-])(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)=O', 'C1(C2=CC[N-]C=C2)=CC[N-]C=C1']"
98,CoMOF,"['O=S([O-])(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)=O', 'C1(C2=CC[N-]C=C2)=CC[N-]C=C1']"
99,CoMOF,"['O=S([O-])(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)=O', 'C1(C2=CC[N-]C=C2)=CC[N-]C=C1']"
100,CoMOF,"['O=S([O-])(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)=O', 'C1(C2=CC[N-]C=C2)=CC[N-]C=C1']"
101,CoMOF,"['O=S([O-])(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)=O', 'C1(C2=CC[N-]C=C2)=CC[N-]C=C1']"
102,CoMOF,"['O=S([O-])(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)=O', 'C1(C2=CC[N-]C=C2)=CC[N-]C=C1']"
103,CoMOF,"['O=S([O-])(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)=O', 'C1(C2=CC[N-]C=C2)=CC[N-]C=C1']"
104,CoMOF,"['O=S([O-])(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)=O', 'C1(C2=CC[N-]C=C2)=CC[N-]C=C1']"
105,CoMOF,"['O=S([O-])(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)=O', 'C1(C2=CC[N-]C=C2)=CC[N-]C=C1']"
106,CoMOF,"['O=S([O-])(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)=O', 'C1(C2=CC[N-]C=C2)=CC[N-]C=C1']"
107,CoMOF,"['O=S([O-])(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)=O', 'C1(C2=CC[N-]C=C2)=CC[N-]C=C1']"
108,CoMOF,"['O=S([O-])(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)=O', 'C1(C2=CC[N-]C=C2)=CC[N-]C=C1']"
109,CoMOF,"['O=S([O-])(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)=O', 'C1(C2=CC[N-]C=C2)=CC[N-]C=C1']"
110,CoMOF,"['O=S([O-])(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)=O', 'C1(C2=CC[N-]C=C2)=CC[N-]C=C1']"
111,CoMOF,"['O=S([O-])(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)=O', 'C1(C2=CC[N-]C=C2)=CC[N-]C=C1']"
112,CoMOF,"['O=S([O-])(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)=O', 'C1(C2=CC[N-]C=C2)=CC[N-]C=C1']"
113,CoMOF,"['O=S([O-])(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)=O', 'C1(C2=CC[N-]C=C2)=CC[N-]C=C1']"
114,CoMOF,"['O=S([O-])(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)=O', 'C1(C2=CC[N-]C=C2)=CC[N-]C=C1']"
115,CoMOF,"['O=S([O-])(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)=O', 'C1(C2=CC[N-]C=C2)=CC[N-]C=C1']"
116,MIL(53)Al,['c1(cc(ccc1C(=O)[O-])C(=O)[O-])']
117,MIL(53)Al,['c1(cc(ccc1C(=O)[O-])C(=O)[O-])']
118,MIL(53)Al,['c1(cc(ccc1C(=O)[O-])C(=O)[O-])']
119,MIL(53)Al,['c1(cc(ccc1C(=O)[O-])C(=O)[O-])']
120,MIL(53)Al,['c1(cc(ccc1C(=O)[O-])C(=O)[O-])']
121,MIL(53)AlNH2,['NC1=C(C([O-])=O)C=CC(C([O-])=O)=C1']
122,MIL(53)AlNH2,['NC1=C(C([O-])=O)C=CC(C([O-])=O)=C1']
123,MIL(53)AlNH2,['NC1=C(C([O-])=O)C=CC(C([O-])=O)=C1']
124,MIL(53)AlNH2,['NC1=C(C([O-])=O)C=CC(C([O-])=O)=C1']
125,MIL(53)AlNH2,['NC1=C(C([O-])=O)C=CC(C([O-])=O)=C1']
126,MIL(88A)Fe,['C(/C=C/C(=O)[O-])C(=O)[O-]']
127,MIL(88A)Fe,['C(/C=C/C(=O)[O-])C(=O)[O-]']
128,MIL(88A)Fe,['C(/C=C/C(=O)[O-])C(=O)[O-]']
129,MIL(88A)Fe,['C(/C=C/C(=O)[O-])C(=O)[O-]']
130,MIL(88A)Fe,['C(/C=C/C(=O)[O-])C(=O)[O-]']
131,MIL(88A)Fe,['C(/C=C/C(=O)[O-])C(=O)[O-]']
132,MIL(88B)Fe,['c1(cc(ccc1C(=O)[O-])C(=O)[O-])']
133,MIL(88B)Fe,['c1(cc(ccc1C(=O)[O-])C(=O)[O-])']
134,MIL(88B)Fe,['c1(cc(ccc1C(=O)[O-])C(=O)[O-])']
135,MIL(88B)Fe,['c1(cc(ccc1C(=O)[O-])C(=O)[O-])']
136,MIL(88B)Fe,['c1(cc(ccc1C(=O)[O-])C(=O)[O-])']
137,MIL(88B)Fe,['c1(cc(ccc1C(=O)[O-])C(=O)[O-])']
138,MIL(88B)Fe,['c1(cc(ccc1C(=O)[O-])C(=O)[O-])']
139,MIL(88B)Fe,['c1(cc(ccc1C(=O)[O-])C(=O)[O-])']
140,MIL(88B)Fe,['c1(cc(ccc1C(=O)[O-])C(=O)[O-])']
141,MIL(88B)Fe,['c1(cc(ccc1C(=O)[O-])C(=O)[O-])']
142,MIL(88B)Fe,['c1(cc(ccc1C(=O)[O-])C(=O)[O-])']
143,MIL(88B)Fe,['c1(cc(ccc1C(=O)[O-])C(=O)[O-])']
