number,name,metal_smiles,organ_smiles,topo,GLD,PLD,LCD,q,VSA,GSA,VF,AV,Tem,pH,Dosage,Concentration,Capacity,Source,DOI
594,YbMOF,[OH2][Yb],['O=S(=O)(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)c3cccnc3[O-]'],rna,4.95515,4.23799,4.90463,1.52786,406.58,266.11,0.43174,0.282578,288,5,4,180.0458245,38.43137255,Literature,10.1002/aoc.6955
595,YbMOF,[OH2][Yb],['O=S(=O)(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)c3cccnc3[O-]'],rna,4.95515,4.23799,4.90463,1.52786,406.58,266.11,0.43174,0.282578,288,5,4,226.0724616,45.49019608,Literature,10.1002/aoc.6955
596,YbMOF,[OH2][Yb],['O=S(=O)(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)c3cccnc3[O-]'],rna,4.95515,4.23799,4.90463,1.52786,406.58,266.11,0.43174,0.282578,288,5,4,280.9018599,51.56862745,Literature,10.1002/aoc.6955
597,YbMOF,[OH2][Yb],['O=S(=O)(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)c3cccnc3[O-]'],rna,4.95515,4.23799,4.90463,1.52786,406.58,266.11,0.43174,0.282578,288,5,4,312.108684,53.7254902,Literature,10.1002/aoc.6955
598,YbMOF,[OH2][Yb],['O=S(=O)(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)c3cccnc3[O-]'],rna,4.95515,4.23799,4.90463,1.52786,406.58,266.11,0.43174,0.282578,288,5,4,356.3720446,59.80392157,Literature,10.1002/aoc.6955
599,YbMOF,[OH2][Yb],['O=S(=O)(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)c3cccnc3[O-]'],rna,4.95515,4.23799,4.90463,1.52786,406.58,266.11,0.43174,0.282578,288,5,4,395.8971513,66.07843137,Literature,10.1002/aoc.6955
600,YbMOF,[OH2][Yb],['O=S(=O)(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)c3cccnc3[O-]'],rna,4.95515,4.23799,4.90463,1.52786,406.58,266.11,0.43174,0.282578,298,5,4,22.79218377,5.68627451,Literature,10.1002/aoc.6955
601,YbMOF,[OH2][Yb],['O=S(=O)(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)c3cccnc3[O-]'],rna,4.95515,4.23799,4.90463,1.52786,406.58,266.11,0.43174,0.282578,298,5,4,42.41474118,10.58823529,Literature,10.1002/aoc.6955
602,YbMOF,[OH2][Yb],['O=S(=O)(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)c3cccnc3[O-]'],rna,4.95515,4.23799,4.90463,1.52786,406.58,266.11,0.43174,0.282578,298,5,4,84.12571888,20.58823529,Literature,10.1002/aoc.6955
603,YbMOF,[OH2][Yb],['O=S(=O)(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)c3cccnc3[O-]'],rna,4.95515,4.23799,4.90463,1.52786,406.58,266.11,0.43174,0.282578,298,5,4,115.790788,27.05882353,Literature,10.1002/aoc.6955
604,YbMOF,[OH2][Yb],['O=S(=O)(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)c3cccnc3[O-]'],rna,4.95515,4.23799,4.90463,1.52786,406.58,266.11,0.43174,0.282578,298,5,4,151.4915246,34.11764706,Literature,10.1002/aoc.6955
605,YbMOF,[OH2][Yb],['O=S(=O)(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)c3cccnc3[O-]'],rna,4.95515,4.23799,4.90463,1.52786,406.58,266.11,0.43174,0.282578,298,5,4,185.0310261,41.17647059,Literature,10.1002/aoc.6955
606,YbMOF,[OH2][Yb],['O=S(=O)(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)c3cccnc3[O-]'],rna,4.95515,4.23799,4.90463,1.52786,406.58,266.11,0.43174,0.282578,298,5,4,239.4871019,51.96078431,Literature,10.1002/aoc.6955
607,YbMOF,[OH2][Yb],['O=S(=O)(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)c3cccnc3[O-]'],rna,4.95515,4.23799,4.90463,1.52786,406.58,266.11,0.43174,0.282578,298,5,4,301.3051155,61.76470588,Literature,10.1002/aoc.6955
608,YbMOF,[OH2][Yb],['O=S(=O)(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)c3cccnc3[O-]'],rna,4.95515,4.23799,4.90463,1.52786,406.58,266.11,0.43174,0.282578,298,5,4,333.6659604,64.50980392,Literature,10.1002/aoc.6955
609,YbMOF,[OH2][Yb],['O=S(=O)(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)c3cccnc3[O-]'],rna,4.95515,4.23799,4.90463,1.52786,406.58,266.11,0.43174,0.282578,298,5,4,375.0765143,69.21568627,Literature,10.1002/aoc.6955
610,YbMOF,[OH2][Yb],['O=S(=O)(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)c3cccnc3[O-]'],rna,4.95515,4.23799,4.90463,1.52786,406.58,266.11,0.43174,0.282578,298,5,4,410.530303,73.33333333,Literature,10.1002/aoc.6955
611,YbMOF,[OH2][Yb],['O=S(=O)(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)c3cccnc3[O-]'],rna,4.95515,4.23799,4.90463,1.52786,406.58,266.11,0.43174,0.282578,308,5,4,22.00728147,5.490196078,Literature,10.1002/aoc.6955
612,YbMOF,[OH2][Yb],['O=S(=O)(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)c3cccnc3[O-]'],rna,4.95515,4.23799,4.90463,1.52786,406.58,266.11,0.43174,0.282578,308,5,4,42.6548784,10.58823529,Literature,10.1002/aoc.6955
613,YbMOF,[OH2][Yb],['O=S(=O)(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)c3cccnc3[O-]'],rna,4.95515,4.23799,4.90463,1.52786,406.58,266.11,0.43174,0.282578,308,5,4,85.27973969,21.17647059,Literature,10.1002/aoc.6955
614,YbMOF,[OH2][Yb],['O=S(=O)(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)c3cccnc3[O-]'],rna,4.95515,4.23799,4.90463,1.52786,406.58,266.11,0.43174,0.282578,308,5,4,121.4964013,29.80392157,Literature,10.1002/aoc.6955
615,YbMOF,[OH2][Yb],['O=S(=O)(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)c3cccnc3[O-]'],rna,4.95515,4.23799,4.90463,1.52786,406.58,266.11,0.43174,0.282578,308,5,4,163.5764975,40.19607843,Literature,10.1002/aoc.6955
616,YbMOF,[OH2][Yb],['O=S(=O)(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)c3cccnc3[O-]'],rna,4.95515,4.23799,4.90463,1.52786,406.58,266.11,0.43174,0.282578,308,5,4,198.7502943,47.84313725,Literature,10.1002/aoc.6955
617,YbMOF,[OH2][Yb],['O=S(=O)(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)c3cccnc3[O-]'],rna,4.95515,4.23799,4.90463,1.52786,406.58,266.11,0.43174,0.282578,308,5,4,246.6513638,55.49019608,Literature,10.1002/aoc.6955
618,YbMOF,[OH2][Yb],['O=S(=O)(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)c3cccnc3[O-]'],rna,4.95515,4.23799,4.90463,1.52786,406.58,266.11,0.43174,0.282578,308,5,4,314.7842465,68.43137255,Literature,10.1002/aoc.6955
619,YbMOF,[OH2][Yb],['O=S(=O)(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)c3cccnc3[O-]'],rna,4.95515,4.23799,4.90463,1.52786,406.58,266.11,0.43174,0.282578,308,5,4,349.997898,72.54901961,Literature,10.1002/aoc.6955
620,YbMOF,[OH2][Yb],['O=S(=O)(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)c3cccnc3[O-]'],rna,4.95515,4.23799,4.90463,1.52786,406.58,266.11,0.43174,0.282578,308,5,4,396.2646723,79.60784314,Literature,10.1002/aoc.6955
621,YbMOF,[OH2][Yb],['O=S(=O)(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)c3cccnc3[O-]'],rna,4.95515,4.23799,4.90463,1.52786,406.58,266.11,0.43174,0.282578,308,5,4,427.1668685,81.56862745,Literature,10.1002/aoc.6955
622,Zrasp,[Zr],['N[C@@H](CC([O-])=O)C([O-])=O'],fcu,5.40116,0.77259,5.40116,2.08782,427.63,204.82,0.34202,0.163817,298,7,0.2,6,30,Literature,10.1016/j.jwpe.2023.103547
623,Zrasp,[Zr],['N[C@@H](CC([O-])=O)C([O-])=O'],fcu,5.40116,0.77259,5.40116,2.08782,427.63,204.82,0.34202,0.163817,298,7,0.2,10.66666667,53.33333333,Literature,10.1016/j.jwpe.2023.103547
624,Zrasp,[Zr],['N[C@@H](CC([O-])=O)C([O-])=O'],fcu,5.40116,0.77259,5.40116,2.08782,427.63,204.82,0.34202,0.163817,298,7,0.2,22.89350649,82,Literature,10.1016/j.jwpe.2023.103547
625,Zrasp,[Zr],['N[C@@H](CC([O-])=O)C([O-])=O'],fcu,5.40116,0.77259,5.40116,2.08782,427.63,204.82,0.34202,0.163817,298,7,0.2,47.67272727,102,Literature,10.1016/j.jwpe.2023.103547
626,Zrasp,[Zr],['N[C@@H](CC([O-])=O)C([O-])=O'],fcu,5.40116,0.77259,5.40116,2.08782,427.63,204.82,0.34202,0.163817,298,7,0.2,72.28225108,106,Literature,10.1016/j.jwpe.2023.103547
627,Zrasp,[Zr],['N[C@@H](CC([O-])=O)C([O-])=O'],fcu,5.40116,0.77259,5.40116,2.08782,427.63,204.82,0.34202,0.163817,298,7,0.2,95.19307359,108,Literature,10.1016/j.jwpe.2023.103547
628,Zrasp,[Zr],['N[C@@H](CC([O-])=O)C([O-])=O'],fcu,5.40116,0.77259,5.40116,2.08782,427.63,204.82,0.34202,0.163817,298,7,0.2,118.969697,110,Literature,10.1016/j.jwpe.2023.103547
629,Zrsuc,[O][Zr]123[O]4[Zr]56[O]3[Zr]37([O]2[Zr]28[O]1[Zr]14([O]6[Zr]([O]53)([O]21)([O]78)[O])[O])[O],['C(CC(=O)[O-])C(=O)[O-]'],bct,4.00705,1.85997,3.4959,2.06428,310.12,150.23,0.36786,0.178202,298,7,0.2,5.2,26,Literature,10.1016/j.jwpe.2023.103547
630,Zrsuc,[O][Zr]123[O]4[Zr]56[O]3[Zr]37([O]2[Zr]28[O]1[Zr]14([O]6[Zr]([O]53)([O]21)([O]78)[O])[O])[O],['C(CC(=O)[O-])C(=O)[O-]'],bct,4.00705,1.85997,3.4959,2.06428,310.12,150.23,0.36786,0.178202,298,7,0.2,10.66666667,53.33333333,Literature,10.1016/j.jwpe.2023.103547
631,Zrsuc,[O][Zr]123[O]4[Zr]56[O]3[Zr]37([O]2[Zr]28[O]1[Zr]14([O]6[Zr]([O]53)([O]21)([O]78)[O])[O])[O],['C(CC(=O)[O-])C(=O)[O-]'],bct,4.00705,1.85997,3.4959,2.06428,310.12,150.23,0.36786,0.178202,298,7,0.2,23.19826839,107.3333333,Literature,10.1016/j.jwpe.2023.103547
632,Zrsuc,[O][Zr]123[O]4[Zr]56[O]3[Zr]37([O]2[Zr]28[O]1[Zr]14([O]6[Zr]([O]53)([O]21)([O]78)[O])[O])[O],['C(CC(=O)[O-])C(=O)[O-]'],bct,4.00705,1.85997,3.4959,2.06428,310.12,150.23,0.36786,0.178202,298,7,0.2,47.47705628,122.6666667,Literature,10.1016/j.jwpe.2023.103547
633,Zrsuc,[O][Zr]123[O]4[Zr]56[O]3[Zr]37([O]2[Zr]28[O]1[Zr]14([O]6[Zr]([O]53)([O]21)([O]78)[O])[O])[O],['C(CC(=O)[O-])C(=O)[O-]'],bct,4.00705,1.85997,3.4959,2.06428,310.12,150.23,0.36786,0.178202,298,7,0.2,72.25281385,125.3333333,Literature,10.1016/j.jwpe.2023.103547
634,Zrsuc,[O][Zr]123[O]4[Zr]56[O]3[Zr]37([O]2[Zr]28[O]1[Zr]14([O]6[Zr]([O]53)([O]21)([O]78)[O])[O])[O],['C(CC(=O)[O-])C(=O)[O-]'],bct,4.00705,1.85997,3.4959,2.06428,310.12,150.23,0.36786,0.178202,298,7,0.2,95.46320347,126.6666667,Literature,10.1016/j.jwpe.2023.103547
635,Zrsuc,[O][Zr]123[O]4[Zr]56[O]3[Zr]37([O]2[Zr]28[O]1[Zr]14([O]6[Zr]([O]53)([O]21)([O]78)[O])[O])[O],['C(CC(=O)[O-])C(=O)[O-]'],bct,4.00705,1.85997,3.4959,2.06428,310.12,150.23,0.36786,0.178202,298,7,0.2,119.1064935,128,Literature,10.1016/j.jwpe.2023.103547
636,Zrfum,[O][Zr]123[O]4[Zr]56[O]3[Zr]37([O]2[Zr]28[O]1[Zr]14([O]6[Zr]([O]53)([O]21)([O]78)[O])[O])[O],['C(/C=C/C(=O)[O-])C(=O)[O-]'],bct,4.00705,1.85997,3.4959,2.06428,310.12,150.23,0.36786,0.178202,298,7,0.2,4.831168831,13.33333333,Literature,10.1016/j.jwpe.2023.103547
637,Zrfum,[O][Zr]123[O]4[Zr]56[O]3[Zr]37([O]2[Zr]28[O]1[Zr]14([O]6[Zr]([O]53)([O]21)([O]78)[O])[O])[O],['C(/C=C/C(=O)[O-])C(=O)[O-]'],bct,4.00705,1.85997,3.4959,2.06428,310.12,150.23,0.36786,0.178202,298,7,0.2,10.46233766,30.66666667,Literature,10.1016/j.jwpe.2023.103547
638,Zrfum,[O][Zr]123[O]4[Zr]56[O]3[Zr]37([O]2[Zr]28[O]1[Zr]14([O]6[Zr]([O]53)([O]21)([O]78)[O])[O])[O],['C(/C=C/C(=O)[O-])C(=O)[O-]'],bct,4.00705,1.85997,3.4959,2.06428,310.12,150.23,0.36786,0.178202,298,7,0.2,22.82077922,51.33333333,Literature,10.1016/j.jwpe.2023.103547
639,Zrfum,[O][Zr]123[O]4[Zr]56[O]3[Zr]37([O]2[Zr]28[O]1[Zr]14([O]6[Zr]([O]53)([O]21)([O]78)[O])[O])[O],['C(/C=C/C(=O)[O-])C(=O)[O-]'],bct,4.00705,1.85997,3.4959,2.06428,310.12,150.23,0.36786,0.178202,298,7,0.2,47.53419914,75.33333333,Literature,10.1016/j.jwpe.2023.103547
640,Zrfum,[O][Zr]123[O]4[Zr]56[O]3[Zr]37([O]2[Zr]28[O]1[Zr]14([O]6[Zr]([O]53)([O]21)([O]78)[O])[O])[O],['C(/C=C/C(=O)[O-])C(=O)[O-]'],bct,4.00705,1.85997,3.4959,2.06428,310.12,150.23,0.36786,0.178202,298,7,0.2,71.97748917,80.66666667,Literature,10.1016/j.jwpe.2023.103547
641,Zrfum,[O][Zr]123[O]4[Zr]56[O]3[Zr]37([O]2[Zr]28[O]1[Zr]14([O]6[Zr]([O]53)([O]21)([O]78)[O])[O])[O],['C(/C=C/C(=O)[O-])C(=O)[O-]'],bct,4.00705,1.85997,3.4959,2.06428,310.12,150.23,0.36786,0.178202,298,7,0.2,95.62077922,82,Literature,10.1016/j.jwpe.2023.103547
642,Zrfum,[O][Zr]123[O]4[Zr]56[O]3[Zr]37([O]2[Zr]28[O]1[Zr]14([O]6[Zr]([O]53)([O]21)([O]78)[O])[O])[O],['C(/C=C/C(=O)[O-])C(=O)[O-]'],bct,4.00705,1.85997,3.4959,2.06428,310.12,150.23,0.36786,0.178202,298,7,0.2,119.1307359,82.66666667,Literature,10.1016/j.jwpe.2023.103547
643,Zrmal,[O][Zr]123[O]4[Zr]56[O]3[Zr]37([O]2[Zr]28[O]1[Zr]14([O]6[Zr]([O]53)([O]21)([O]78)[O])[O])[O],['OC(CC(O)[O-])C(O)[O-]'],bct,4.00705,1.85997,3.4959,2.06428,310.12,150.23,0.36786,0.178202,298,7,0.2,4.831168831,25.33333333,Literature,10.1016/j.jwpe.2023.103547
644,Zrmal,[O][Zr]123[O]4[Zr]56[O]3[Zr]37([O]2[Zr]28[O]1[Zr]14([O]6[Zr]([O]53)([O]21)([O]78)[O])[O])[O],['OC(CC(O)[O-])C(O)[O-]'],bct,4.00705,1.85997,3.4959,2.06428,310.12,150.23,0.36786,0.178202,298,7,0.2,22.82077922,76,Literature,10.1016/j.jwpe.2023.103547
645,Zrmal,[O][Zr]123[O]4[Zr]56[O]3[Zr]37([O]2[Zr]28[O]1[Zr]14([O]6[Zr]([O]53)([O]21)([O]78)[O])[O])[O],['OC(CC(O)[O-])C(O)[O-]'],bct,4.00705,1.85997,3.4959,2.06428,310.12,150.23,0.36786,0.178202,298,7,0.2,47.53419914,92,Literature,10.1016/j.jwpe.2023.103547
646,Zrmal,[O][Zr]123[O]4[Zr]56[O]3[Zr]37([O]2[Zr]28[O]1[Zr]14([O]6[Zr]([O]53)([O]21)([O]78)[O])[O])[O],['OC(CC(O)[O-])C(O)[O-]'],bct,4.00705,1.85997,3.4959,2.06428,310.12,150.23,0.36786,0.178202,298,7,0.2,71.97748917,100,Literature,10.1016/j.jwpe.2023.103547
647,Zrmal,[O][Zr]123[O]4[Zr]56[O]3[Zr]37([O]2[Zr]28[O]1[Zr]14([O]6[Zr]([O]53)([O]21)([O]78)[O])[O])[O],['OC(CC(O)[O-])C(O)[O-]'],bct,4.00705,1.85997,3.4959,2.06428,310.12,150.23,0.36786,0.178202,298,7,0.2,95.62077922,102,Literature,10.1016/j.jwpe.2023.103547
648,Zrmal,[O][Zr]123[O]4[Zr]56[O]3[Zr]37([O]2[Zr]28[O]1[Zr]14([O]6[Zr]([O]53)([O]21)([O]78)[O])[O])[O],['OC(CC(O)[O-])C(O)[O-]'],bct,4.00705,1.85997,3.4959,2.06428,310.12,150.23,0.36786,0.178202,298,7,0.2,119.1307359,102.6666667,Literature,10.1016/j.jwpe.2023.103547
649,MIL(100)Fe,[Fe][O]([Fe])[Fe],['c1c(cc(cc1C(=O)[O-])C(=O)[O-])C(=O)[O-]'],moo,28.48274,11.8329,28.48677,0.684425,1325.74,1937.02,0.7628,1.11451,298,7,0.2,1,0.4481303,Experiment,N/A
650,MIL(100)Fe,[Fe][O]([Fe])[Fe],['c1c(cc(cc1C(=O)[O-])C(=O)[O-])C(=O)[O-]'],moo,28.48274,11.8329,28.48677,0.684425,1325.74,1937.02,0.7628,1.11451,298,7,0.2,1,0.2925225,Experiment,N/A
651,MIL(100)Fe,[Fe][O]([Fe])[Fe],['c1c(cc(cc1C(=O)[O-])C(=O)[O-])C(=O)[O-]'],moo,28.48274,11.8329,28.48677,0.684425,1325.74,1937.02,0.7628,1.11451,298,7,0.2,1,0.2257935,Experiment,N/A
652,MIL(100)Fe,[Fe][O]([Fe])[Fe],['c1c(cc(cc1C(=O)[O-])C(=O)[O-])C(=O)[O-]'],moo,28.48274,11.8329,28.48677,0.684425,1325.74,1937.02,0.7628,1.11451,298,7,0.5,1,0.0715236,Experiment,N/A
653,MIL(100)Fe,[Fe][O]([Fe])[Fe],['c1c(cc(cc1C(=O)[O-])C(=O)[O-])C(=O)[O-]'],moo,28.48274,11.8329,28.48677,0.684425,1325.74,1937.02,0.7628,1.11451,298,7,0.5,1,0.0716796,Experiment,N/A
654,MIL(100)Fe,[Fe][O]([Fe])[Fe],['c1c(cc(cc1C(=O)[O-])C(=O)[O-])C(=O)[O-]'],moo,28.48274,11.8329,28.48677,0.684425,1325.74,1937.02,0.7628,1.11451,298,7,0.5,1,0.0660372,Experiment,N/A
655,MIL(100)Fe,[Fe][O]([Fe])[Fe],['c1c(cc(cc1C(=O)[O-])C(=O)[O-])C(=O)[O-]'],moo,28.48274,11.8329,28.48677,0.684425,1325.74,1937.02,0.7628,1.11451,298,7,0.8,1,0.0368008,Experiment,N/A
656,MIL(100)Fe,[Fe][O]([Fe])[Fe],['c1c(cc(cc1C(=O)[O-])C(=O)[O-])C(=O)[O-]'],moo,28.48274,11.8329,28.48677,0.684425,1325.74,1937.02,0.7628,1.11451,298,7,0.8,1,0.0362298,Experiment,N/A
657,MIL(100)Fe,[Fe][O]([Fe])[Fe],['c1c(cc(cc1C(=O)[O-])C(=O)[O-])C(=O)[O-]'],moo,28.48274,11.8329,28.48677,0.684425,1325.74,1937.02,0.7628,1.11451,298,7,0.8,1,0.038399,Experiment,N/A
658,MIL(100)Fe,[Fe][O]([Fe])[Fe],['c1c(cc(cc1C(=O)[O-])C(=O)[O-])C(=O)[O-]'],moo,28.48274,11.8329,28.48677,0.684425,1325.74,1937.02,0.7628,1.11451,298,7,0.2,1,0.2056204,Experiment,N/A
659,MIL(100)Fe,[Fe][O]([Fe])[Fe],['c1c(cc(cc1C(=O)[O-])C(=O)[O-])C(=O)[O-]'],moo,28.48274,11.8329,28.48677,0.684425,1325.74,1937.02,0.7628,1.11451,298,7,0.2,1,0.3484373,Experiment,N/A
660,MIL(100)Fe,[Fe][O]([Fe])[Fe],['c1c(cc(cc1C(=O)[O-])C(=O)[O-])C(=O)[O-]'],moo,28.48274,11.8329,28.48677,0.684425,1325.74,1937.02,0.7628,1.11451,298,7,0.2,1,0.2763396,Experiment,N/A
661,MIL(100)Fe,[Fe][O]([Fe])[Fe],['c1c(cc(cc1C(=O)[O-])C(=O)[O-])C(=O)[O-]'],moo,28.48274,11.8329,28.48677,0.684425,1325.74,1937.02,0.7628,1.11451,298,7,0.5,1,0.0328262,Experiment,N/A
662,MIL(100)Fe,[Fe][O]([Fe])[Fe],['c1c(cc(cc1C(=O)[O-])C(=O)[O-])C(=O)[O-]'],moo,28.48274,11.8329,28.48677,0.684425,1325.74,1937.02,0.7628,1.11451,298,7,0.5,1,0.0315182,Experiment,N/A
663,MIL(100)Fe,[Fe][O]([Fe])[Fe],['c1c(cc(cc1C(=O)[O-])C(=O)[O-])C(=O)[O-]'],moo,28.48274,11.8329,28.48677,0.684425,1325.74,1937.02,0.7628,1.11451,298,7,0.5,1,0.0327846,Experiment,N/A
664,MIL(100)Fe,[Fe][O]([Fe])[Fe],['c1c(cc(cc1C(=O)[O-])C(=O)[O-])C(=O)[O-]'],moo,28.48274,11.8329,28.48677,0.684425,1325.74,1937.02,0.7628,1.11451,298,7,0.8,1,0.0155904,Experiment,N/A
665,MIL(100)Fe,[Fe][O]([Fe])[Fe],['c1c(cc(cc1C(=O)[O-])C(=O)[O-])C(=O)[O-]'],moo,28.48274,11.8329,28.48677,0.684425,1325.74,1937.02,0.7628,1.11451,298,7,0.8,1,0.0131238,Experiment,N/A
666,MIL(100)Fe,[Fe][O]([Fe])[Fe],['c1c(cc(cc1C(=O)[O-])C(=O)[O-])C(=O)[O-]'],moo,28.48274,11.8329,28.48677,0.684425,1325.74,1937.02,0.7628,1.11451,298,7,0.8,1,0.0375133,Experiment,N/A
667,ZIF(8)ZnH2O,[Zn],['Cc1[n-]ccn1'],sod,7.72104,1.17633,7.72104,1.0618,1465.86,1380.62,0.57174,0.538462,298,7,0.5,13.1,7.673333333,Experiment,N/A
668,ZIF(8)ZnH2O,[Zn],['Cc1[n-]ccn1'],sod,7.72104,1.17633,7.72104,1.0618,1465.86,1380.62,0.57174,0.538462,298,7,0.5,23.42,15.07333333,Experiment,N/A
669,ZIF(8)ZnH2O,[Zn],['Cc1[n-]ccn1'],sod,7.72104,1.17633,7.72104,1.0618,1465.86,1380.62,0.57174,0.538462,298,7,0.5,43.91,70.58733333,Experiment,N/A
670,ZIF(8)ZnH2O,[Zn],['Cc1[n-]ccn1'],sod,7.72104,1.17633,7.72104,1.0618,1465.86,1380.62,0.57174,0.538462,298,7,0.5,63.16,88.08,Experiment,N/A
671,ZIF(8)ZnH2O,[Zn],['Cc1[n-]ccn1'],sod,7.72104,1.17633,7.72104,1.0618,1465.86,1380.62,0.57174,0.538462,298,7,0.5,83.7,100.64,Experiment,N/A
672,ZIF(8)ZnH2O,[Zn],['Cc1[n-]ccn1'],sod,7.72104,1.17633,7.72104,1.0618,1465.86,1380.62,0.57174,0.538462,298,7,0.5,103.8,117.58,Experiment,N/A
673,Zn4O(TATAB)2·17(DEF)·3(H2O),[Zn][O]([Zn])([Zn])[Zn],['O=C(C(C=C1)=CC=C1NC2=NC(NC3=CC=C(C([O-])=O)C=C3)=NC(NC4=CC=C(C([O-])=O)C=C4)=N2)[O-]'],pyr,13.51433,8.78691,13.52781,0.408029,2079.05,5095.35,0.8498,2.08269,298,7,0.5,1,2.02454,Experiment,N/A
674,Zn4O(TATAB)2·17(DEF)·3(H2O),[Zn][O]([Zn])([Zn])[Zn],['O=C(C(C=C1)=CC=C1NC2=NC(NC3=CC=C(C([O-])=O)C=C3)=NC(NC4=CC=C(C([O-])=O)C=C4)=N2)[O-]'],pyr,13.51433,8.78691,13.52781,0.408029,2079.05,5095.35,0.8498,2.08269,298,7,0.5,5,7.5092,Experiment,N/A
675,Zn4O(TATAB)2·17(DEF)·3(H2O),[Zn][O]([Zn])([Zn])[Zn],['O=C(C(C=C1)=CC=C1NC2=NC(NC3=CC=C(C([O-])=O)C=C3)=NC(NC4=CC=C(C([O-])=O)C=C4)=N2)[O-]'],pyr,13.51433,8.78691,13.52781,0.408029,2079.05,5095.35,0.8498,2.08269,298,7,0.5,10,9.53374,Experiment,N/A
676,Zn4O(TATAB)2·17(DEF)·3(H2O),[Zn][O]([Zn])([Zn])[Zn],['O=C(C(C=C1)=CC=C1NC2=NC(NC3=CC=C(C([O-])=O)C=C3)=NC(NC4=CC=C(C([O-])=O)C=C4)=N2)[O-]'],pyr,13.51433,8.78691,13.52781,0.408029,2079.05,5095.35,0.8498,2.08269,298,7,0.5,20,11.00613,Experiment,N/A
677,Zn4O(TATAB)2·17(DEF)·3(H2O),[Zn][O]([Zn])([Zn])[Zn],['O=C(C(C=C1)=CC=C1NC2=NC(NC3=CC=C(C([O-])=O)C=C3)=NC(NC4=CC=C(C([O-])=O)C=C4)=N2)[O-]'],pyr,13.51433,8.78691,13.52781,0.408029,2079.05,5095.35,0.8498,2.08269,298,7,0.5,40,12.22699,Experiment,N/A
678,[(Zn4O)2L4(DMF)2(H2O)3],[Zn][O]([Zn])([Zn])[Zn],['O=C(c1cc(cc(c1)C(=O)Nc1ccc(cc1)C(=O)[O-])C(=O)Nc1ccc(cc1)C(=O)[O-])Nc1ccc(cc1)C(=O)[O-]'],rtl,10.08038,7.17794,10.08038,0.589363,2617.83,4441.79,0.7728,1.31125,298,7,0.5,1,1.24675,Experiment,N/A
