HPC_index,name,metal_smiles,organ_smiles,mε,mσ,topo,GLD,PLD,LCD,q,VSA,GSA,VF,AV,Tem,pH,Dosage,Concentration,Capacity
492,ZIF(67)CoMeOH,[Co],['Cc1[n-]ccn1'],7.04,2.56,sod,11.36753,3.29448,11.36753,0.936572,1766.72,1886.36,0.60606,0.647105,298,7.8,1,20,88.66348449
493,MOF(808)Zr,[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43,['c1c(cc(cc1C(=O)[O-])C(=O)[O-])C(=O)[O-]'],34.72,2.78,spn,12.41273,10.09773,12.41273,1.95628,999.07,510.7,0.5069,0.259115,298,7,1,25,24.32432432
494,MOF(808)Zr,[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43,['c1c(cc(cc1C(=O)[O-])C(=O)[O-])C(=O)[O-]'],34.72,2.78,spn,12.41273,10.09773,12.41273,1.95628,999.07,510.7,0.5069,0.259115,298,7,1,50,46.77754678
495,MOF(808)Zr,[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43,['c1c(cc(cc1C(=O)[O-])C(=O)[O-])C(=O)[O-]'],34.72,2.78,spn,12.41273,10.09773,12.41273,1.95628,999.07,510.7,0.5069,0.259115,298,7,1,75,64.86486486
496,MOF(808)Zr,[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43,['c1c(cc(cc1C(=O)[O-])C(=O)[O-])C(=O)[O-]'],34.72,2.78,spn,12.41273,10.09773,12.41273,1.95628,999.07,510.7,0.5069,0.259115,298,7,1,100,85.44698545
497,MOF(808)Zr,[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43,['c1c(cc(cc1C(=O)[O-])C(=O)[O-])C(=O)[O-]'],34.72,2.78,spn,12.41273,10.09773,12.41273,1.95628,999.07,510.7,0.5069,0.259115,298,7,1,150,125.3638254
498,MOF(808)Zr,[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43,['c1c(cc(cc1C(=O)[O-])C(=O)[O-])C(=O)[O-]'],34.72,2.78,spn,12.41273,10.09773,12.41273,1.95628,999.07,510.7,0.5069,0.259115,298,7,1,200,160.9147609
499,MOF(808)Zr,[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43,['c1c(cc(cc1C(=O)[O-])C(=O)[O-])C(=O)[O-]'],34.72,2.78,spn,12.41273,10.09773,12.41273,1.95628,999.07,510.7,0.5069,0.259115,298,7,1,250,198.960499
500,MOF(808)Zr,[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43,['c1c(cc(cc1C(=O)[O-])C(=O)[O-])C(=O)[O-]'],34.72,2.78,spn,12.41273,10.09773,12.41273,1.95628,999.07,510.7,0.5069,0.259115,298,7,1,300,240.1247401
501,MOF(808)Zr,[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43,['c1c(cc(cc1C(=O)[O-])C(=O)[O-])C(=O)[O-]'],34.72,2.78,spn,12.41273,10.09773,12.41273,1.95628,999.07,510.7,0.5069,0.259115,298,7,1,350,270.0623701
502,MIL(100)Fe,[Fe][O]([Fe])[Fe],['c1c(cc(cc1C(=O)[O-])C(=O)[O-])C(=O)[O-]'],6.54,2.59,moo,28.48274,11.8329,28.48677,0.684425,1325.74,1937.02,0.7628,1.11451,293,7,1,41.95107218,17.53246753
503,MIL(100)Fe,[Fe][O]([Fe])[Fe],['c1c(cc(cc1C(=O)[O-])C(=O)[O-])C(=O)[O-]'],6.54,2.59,moo,28.48274,11.8329,28.48677,0.684425,1325.74,1937.02,0.7628,1.11451,293,7,1,90.7475083,32.14285714
504,MIL(100)Fe,[Fe][O]([Fe])[Fe],['c1c(cc(cc1C(=O)[O-])C(=O)[O-])C(=O)[O-]'],6.54,2.59,moo,28.48274,11.8329,28.48677,0.684425,1325.74,1937.02,0.7628,1.11451,293,7,1,137.5823014,49.67532468
505,MIL(100)Fe,[Fe][O]([Fe])[Fe],['c1c(cc(cc1C(=O)[O-])C(=O)[O-])C(=O)[O-]'],6.54,2.59,moo,28.48274,11.8329,28.48677,0.684425,1325.74,1937.02,0.7628,1.11451,293,7,1,182.935669,73.05194805
506,MIL(100)Fe,[Fe][O]([Fe])[Fe],['c1c(cc(cc1C(=O)[O-])C(=O)[O-])C(=O)[O-]'],6.54,2.59,moo,28.48274,11.8329,28.48677,0.684425,1325.74,1937.02,0.7628,1.11451,293,7,1,235.6146179,96.42857143
507,MIL(100)Fe,[Fe][O]([Fe])[Fe],['c1c(cc(cc1C(=O)[O-])C(=O)[O-])C(=O)[O-]'],6.54,2.59,moo,28.48274,11.8329,28.48677,0.684425,1325.74,1937.02,0.7628,1.11451,293,7,1,264.3959529,108.1168831
508,MIL(100)Fe,[Fe][O]([Fe])[Fe],['c1c(cc(cc1C(=O)[O-])C(=O)[O-])C(=O)[O-]'],6.54,2.59,moo,28.48274,11.8329,28.48677,0.684425,1325.74,1937.02,0.7628,1.11451,293,7,1,375.1177892,157.7922078
509,MIL(100)Fe,[Fe][O]([Fe])[Fe],['c1c(cc(cc1C(=O)[O-])C(=O)[O-])C(=O)[O-]'],6.54,2.59,moo,28.48274,11.8329,28.48677,0.684425,1325.74,1937.02,0.7628,1.11451,293,7,1,472.1896708,198.7012987
510,MIL(100)Fe,[Fe][O]([Fe])[Fe],['c1c(cc(cc1C(=O)[O-])C(=O)[O-])C(=O)[O-]'],6.54,2.59,moo,28.48274,11.8329,28.48677,0.684425,1325.74,1937.02,0.7628,1.11451,293,7,1,602.487164,233.7662338
511,MIL(100)Fe,[Fe][O]([Fe])[Fe],['c1c(cc(cc1C(=O)[O-])C(=O)[O-])C(=O)[O-]'],6.54,2.59,moo,28.48274,11.8329,28.48677,0.684425,1325.74,1937.02,0.7628,1.11451,293,7,1,698.1999396,236.6883117
512,MIL(100)Fe,[Fe][O]([Fe])[Fe],['c1c(cc(cc1C(=O)[O-])C(=O)[O-])C(=O)[O-]'],6.54,2.59,moo,28.48274,11.8329,28.48677,0.684425,1325.74,1937.02,0.7628,1.11451,293,7,1,44.00820793,14.70588235
513,MIL(100)Fe,[Fe][O]([Fe])[Fe],['c1c(cc(cc1C(=O)[O-])C(=O)[O-])C(=O)[O-]'],6.54,2.59,moo,28.48274,11.8329,28.48677,0.684425,1325.74,1937.02,0.7628,1.11451,293,7,1,83.63201095,32.35294118
514,MIL(100)Fe,[Fe][O]([Fe])[Fe],['c1c(cc(cc1C(=O)[O-])C(=O)[O-])C(=O)[O-]'],6.54,2.59,moo,28.48274,11.8329,28.48677,0.684425,1325.74,1937.02,0.7628,1.11451,293,7,1,126.1969904,52.94117647
515,MIL(100)Fe,[Fe][O]([Fe])[Fe],['c1c(cc(cc1C(=O)[O-])C(=O)[O-])C(=O)[O-]'],6.54,2.59,moo,28.48274,11.8329,28.48677,0.684425,1325.74,1937.02,0.7628,1.11451,293,7,1,160.4377565,67.64705882
516,MIL(100)Fe,[Fe][O]([Fe])[Fe],['c1c(cc(cc1C(=O)[O-])C(=O)[O-])C(=O)[O-]'],6.54,2.59,moo,28.48274,11.8329,28.48677,0.684425,1325.74,1937.02,0.7628,1.11451,293,7,1,216.7099863,97.05882353
517,MIL(100)Fe,[Fe][O]([Fe])[Fe],['c1c(cc(cc1C(=O)[O-])C(=O)[O-])C(=O)[O-]'],6.54,2.59,moo,28.48274,11.8329,28.48677,0.684425,1325.74,1937.02,0.7628,1.11451,293,7,1,267.0998632,120.5882353
518,MIL(100)Fe,[Fe][O]([Fe])[Fe],['c1c(cc(cc1C(=O)[O-])C(=O)[O-])C(=O)[O-]'],6.54,2.59,moo,28.48274,11.8329,28.48677,0.684425,1325.74,1937.02,0.7628,1.11451,293,7,1,375.7045144,170.5882353
519,MIL(100)Fe,[Fe][O]([Fe])[Fe],['c1c(cc(cc1C(=O)[O-])C(=O)[O-])C(=O)[O-]'],6.54,2.59,moo,28.48274,11.8329,28.48677,0.684425,1325.74,1937.02,0.7628,1.11451,293,7,1,473.0437757,211.7647059
520,MIL(100)Fe,[Fe][O]([Fe])[Fe],['c1c(cc(cc1C(=O)[O-])C(=O)[O-])C(=O)[O-]'],6.54,2.59,moo,28.48274,11.8329,28.48677,0.684425,1325.74,1937.02,0.7628,1.11451,293,7,1,603.125855,258.8235294
521,MIL(100)Fe,[Fe][O]([Fe])[Fe],['c1c(cc(cc1C(=O)[O-])C(=O)[O-])C(=O)[O-]'],6.54,2.59,moo,28.48274,11.8329,28.48677,0.684425,1325.74,1937.02,0.7628,1.11451,293,7,1,700.8549932,273.5294118
522,MIL(100)Fe,[Fe][O]([Fe])[Fe],['c1c(cc(cc1C(=O)[O-])C(=O)[O-])C(=O)[O-]'],6.54,2.59,moo,28.48274,11.8329,28.48677,0.684425,1325.74,1937.02,0.7628,1.11451,293,7,1,47.79522803,23.37662338
523,MIL(100)Fe,[Fe][O]([Fe])[Fe],['c1c(cc(cc1C(=O)[O-])C(=O)[O-])C(=O)[O-]'],6.54,2.59,moo,28.48274,11.8329,28.48677,0.684425,1325.74,1937.02,0.7628,1.11451,293,7,1,84.86257928,40.90909091
524,MIL(100)Fe,[Fe][O]([Fe])[Fe],['c1c(cc(cc1C(=O)[O-])C(=O)[O-])C(=O)[O-]'],6.54,2.59,moo,28.48274,11.8329,28.48677,0.684425,1325.74,1937.02,0.7628,1.11451,293,7,1,127.7740864,64.28571429
525,MIL(100)Fe,[Fe][O]([Fe])[Fe],['c1c(cc(cc1C(=O)[O-])C(=O)[O-])C(=O)[O-]'],6.54,2.59,moo,28.48274,11.8329,28.48677,0.684425,1325.74,1937.02,0.7628,1.11451,293,7,1,186.2971912,93.50649351
526,MIL(100)Fe,[Fe][O]([Fe])[Fe],['c1c(cc(cc1C(=O)[O-])C(=O)[O-])C(=O)[O-]'],6.54,2.59,moo,28.48274,11.8329,28.48677,0.684425,1325.74,1937.02,0.7628,1.11451,293,7,1,231.6505588,116.8831169
527,MIL(100)Fe,[Fe][O]([Fe])[Fe],['c1c(cc(cc1C(=O)[O-])C(=O)[O-])C(=O)[O-]'],6.54,2.59,moo,28.48274,11.8329,28.48677,0.684425,1325.74,1937.02,0.7628,1.11451,293,7,1,290.1736635,146.1038961
528,MIL(100)Fe,[Fe][O]([Fe])[Fe],['c1c(cc(cc1C(=O)[O-])C(=O)[O-])C(=O)[O-]'],6.54,2.59,moo,28.48274,11.8329,28.48677,0.684425,1325.74,1937.02,0.7628,1.11451,293,7,1,377.9583207,189.9350649
529,MIL(100)Fe,[Fe][O]([Fe])[Fe],['c1c(cc(cc1C(=O)[O-])C(=O)[O-])C(=O)[O-]'],6.54,2.59,moo,28.48274,11.8329,28.48677,0.684425,1325.74,1937.02,0.7628,1.11451,293,7,1,474.0289943,239.6103896
530,MIL(100)Fe,[Fe][O]([Fe])[Fe],['c1c(cc(cc1C(=O)[O-])C(=O)[O-])C(=O)[O-]'],6.54,2.59,moo,28.48274,11.8329,28.48677,0.684425,1325.74,1937.02,0.7628,1.11451,293,7,1,604.7659317,292.2077922
531,MIL(100)Fe,[Fe][O]([Fe])[Fe],['c1c(cc(cc1C(=O)[O-])C(=O)[O-])C(=O)[O-]'],6.54,2.59,moo,28.48274,11.8329,28.48677,0.684425,1325.74,1937.02,0.7628,1.11451,293,7,1,701.9193597,303.8961039
532,MIL(101)Fe,[Fe][O]([Fe])[Fe],['c1(cc(ccc1C(=O)[O-])C(=O)[O-])'],6.54,2.59,mtn-e,36.1506,14.04664,36.1506,0.434948,1349.99,3103.8,0.83947,1.93005,293,7,1,43.01189465,40.90909091
533,MIL(101)Fe,[Fe][O]([Fe])[Fe],['c1(cc(ccc1C(=O)[O-])C(=O)[O-])'],6.54,2.59,mtn-e,36.1506,14.04664,36.1506,0.434948,1349.99,3103.8,0.83947,1.93005,293,7,1,82.74669256,70.12987013
534,MIL(101)Fe,[Fe][O]([Fe])[Fe],['c1(cc(ccc1C(=O)[O-])C(=O)[O-])'],6.54,2.59,mtn-e,36.1506,14.04664,36.1506,0.434948,1349.99,3103.8,0.83947,1.93005,293,7,1,128.4348829,90.58441558
535,MIL(101)Fe,[Fe][O]([Fe])[Fe],['c1(cc(ccc1C(=O)[O-])C(=O)[O-])'],6.54,2.59,mtn-e,36.1506,14.04664,36.1506,0.434948,1349.99,3103.8,0.83947,1.93005,293,7,1,175.7616216,116.8831169
536,MIL(101)Fe,[Fe][O]([Fe])[Fe],['c1(cc(ccc1C(=O)[O-])C(=O)[O-])'],6.54,2.59,mtn-e,36.1506,14.04664,36.1506,0.434948,1349.99,3103.8,0.83947,1.93005,293,7,1,230.2160456,146.1038961
537,MIL(101)Fe,[Fe][O]([Fe])[Fe],['c1(cc(ccc1C(=O)[O-])C(=O)[O-])'],6.54,2.59,mtn-e,36.1506,14.04664,36.1506,0.434948,1349.99,3103.8,0.83947,1.93005,293,7,1,286.7732734,175.3246753
538,MIL(101)Fe,[Fe][O]([Fe])[Fe],['c1(cc(ccc1C(=O)[O-])C(=O)[O-])'],6.54,2.59,mtn-e,36.1506,14.04664,36.1506,0.434948,1349.99,3103.8,0.83947,1.93005,293,7,1,376.8661246,219.1558442
539,MIL(101)Fe,[Fe][O]([Fe])[Fe],['c1(cc(ccc1C(=O)[O-])C(=O)[O-])'],6.54,2.59,mtn-e,36.1506,14.04664,36.1506,0.434948,1349.99,3103.8,0.83947,1.93005,293,7,1,472.4481127,260.0649351
540,MIL(101)Fe,[Fe][O]([Fe])[Fe],['c1(cc(ccc1C(=O)[O-])C(=O)[O-])'],6.54,2.59,mtn-e,36.1506,14.04664,36.1506,0.434948,1349.99,3103.8,0.83947,1.93005,293,7,1,590.805923,292.2077922
541,MIL(101)Fe,[Fe][O]([Fe])[Fe],['c1(cc(ccc1C(=O)[O-])C(=O)[O-])'],6.54,2.59,mtn-e,36.1506,14.04664,36.1506,0.434948,1349.99,3103.8,0.83947,1.93005,293,7,1,677.0208763,292.2077922
542,MIL(101)Fe,[Fe][O]([Fe])[Fe],['c1(cc(ccc1C(=O)[O-])C(=O)[O-])'],6.54,2.59,mtn-e,36.1506,14.04664,36.1506,0.434948,1349.99,3103.8,0.83947,1.93005,293,7,1,43.01189465,40.90909091
543,MIL(101)Fe,[Fe][O]([Fe])[Fe],['c1(cc(ccc1C(=O)[O-])C(=O)[O-])'],6.54,2.59,mtn-e,36.1506,14.04664,36.1506,0.434948,1349.99,3103.8,0.83947,1.93005,293,7,1,83.56596674,73.05194805
544,MIL(101)Fe,[Fe][O]([Fe])[Fe],['c1(cc(ccc1C(=O)[O-])C(=O)[O-])'],6.54,2.59,mtn-e,36.1506,14.04664,36.1506,0.434948,1349.99,3103.8,0.83947,1.93005,293,7,1,125.8678238,96.42857143
545,MIL(101)Fe,[Fe][O]([Fe])[Fe],['c1(cc(ccc1C(=O)[O-])C(=O)[O-])'],6.54,2.59,mtn-e,36.1506,14.04664,36.1506,0.434948,1349.99,3103.8,0.83947,1.93005,293,7,1,158.9391917,116.8831169
546,MIL(101)Fe,[Fe][O]([Fe])[Fe],['c1(cc(ccc1C(=O)[O-])C(=O)[O-])'],6.54,2.59,mtn-e,36.1506,14.04664,36.1506,0.434948,1349.99,3103.8,0.83947,1.93005,293,7,1,216.3156936,149.025974
547,MIL(101)Fe,[Fe][O]([Fe])[Fe],['c1(cc(ccc1C(=O)[O-])C(=O)[O-])'],6.54,2.59,mtn-e,36.1506,14.04664,36.1506,0.434948,1349.99,3103.8,0.83947,1.93005,293,7,1,289.231096,184.0909091
548,MIL(101)Fe,[Fe][O]([Fe])[Fe],['c1(cc(ccc1C(=O)[O-])C(=O)[O-])'],6.54,2.59,mtn-e,36.1506,14.04664,36.1506,0.434948,1349.99,3103.8,0.83947,1.93005,293,7,1,377.5761622,236.6883117
549,MIL(101)Fe,[Fe][O]([Fe])[Fe],['c1(cc(ccc1C(=O)[O-])C(=O)[O-])'],6.54,2.59,mtn-e,36.1506,14.04664,36.1506,0.434948,1349.99,3103.8,0.83947,1.93005,293,7,1,472.3388761,274.6753247
550,MIL(101)Fe,[Fe][O]([Fe])[Fe],['c1(cc(ccc1C(=O)[O-])C(=O)[O-])'],6.54,2.59,mtn-e,36.1506,14.04664,36.1506,0.434948,1349.99,3103.8,0.83947,1.93005,293,7,1,601.2107052,306.8181818
551,MIL(101)Fe,[Fe][O]([Fe])[Fe],['c1(cc(ccc1C(=O)[O-])C(=O)[O-])'],6.54,2.59,mtn-e,36.1506,14.04664,36.1506,0.434948,1349.99,3103.8,0.83947,1.93005,293,7,1,673.0610511,315.5844156
552,MIL(101)Fe,[Fe][O]([Fe])[Fe],['c1(cc(ccc1C(=O)[O-])C(=O)[O-])'],6.54,2.59,mtn-e,36.1506,14.04664,36.1506,0.434948,1349.99,3103.8,0.83947,1.93005,293,7,1,46.2204508,44.11764706
553,MIL(101)Fe,[Fe][O]([Fe])[Fe],['c1(cc(ccc1C(=O)[O-])C(=O)[O-])'],6.54,2.59,mtn-e,36.1506,14.04664,36.1506,0.434948,1349.99,3103.8,0.83947,1.93005,293,7,1,87.82297966,79.41176471
554,MIL(101)Fe,[Fe][O]([Fe])[Fe],['c1(cc(ccc1C(=O)[O-])C(=O)[O-])'],6.54,2.59,mtn-e,36.1506,14.04664,36.1506,0.434948,1349.99,3103.8,0.83947,1.93005,293,7,1,123.9692139,102.9411765
555,MIL(101)Fe,[Fe][O]([Fe])[Fe],['c1(cc(ccc1C(=O)[O-])C(=O)[O-])'],6.54,2.59,mtn-e,36.1506,14.04664,36.1506,0.434948,1349.99,3103.8,0.83947,1.93005,293,7,1,176.0857614,138.2352941
556,MIL(101)Fe,[Fe][O]([Fe])[Fe],['c1(cc(ccc1C(=O)[O-])C(=O)[O-])'],6.54,2.59,mtn-e,36.1506,14.04664,36.1506,0.434948,1349.99,3103.8,0.83947,1.93005,293,7,1,217.2759759,164.7058824
557,MIL(101)Fe,[Fe][O]([Fe])[Fe],['c1(cc(ccc1C(=O)[O-])C(=O)[O-])'],6.54,2.59,mtn-e,36.1506,14.04664,36.1506,0.434948,1349.99,3103.8,0.83947,1.93005,293,7,1,265.6129742,194.1176471
558,MIL(101)Fe,[Fe][O]([Fe])[Fe],['c1(cc(ccc1C(=O)[O-])C(=O)[O-])'],6.54,2.59,mtn-e,36.1506,14.04664,36.1506,0.434948,1349.99,3103.8,0.83947,1.93005,293,7,1,373.2270478,247.0588235
559,MIL(101)Fe,[Fe][O]([Fe])[Fe],['c1(cc(ccc1C(=O)[O-])C(=O)[O-])'],6.54,2.59,mtn-e,36.1506,14.04664,36.1506,0.434948,1349.99,3103.8,0.83947,1.93005,293,7,1,474.1203958,291.1764706
560,MIL(101)Fe,[Fe][O]([Fe])[Fe],['c1(cc(ccc1C(=O)[O-])C(=O)[O-])'],6.54,2.59,mtn-e,36.1506,14.04664,36.1506,0.434948,1349.99,3103.8,0.83947,1.93005,293,7,1,590.5717427,338.2352941
561,MIL(101)Fe,[Fe][O]([Fe])[Fe],['c1(cc(ccc1C(=O)[O-])C(=O)[O-])'],6.54,2.59,mtn-e,36.1506,14.04664,36.1506,0.434948,1349.99,3103.8,0.83947,1.93005,293,7,1,701.5942826,344.1176471
562,PbMOF,[Pb][OH][Pb],"['O=S([O-])(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)=O', 'C1(C2=CC[N-]C=C2)=CC[N-]C=C1']",333.59,3.83,fes,2.27161,1.16161,2.26499,1.85335,0,0,0.31055,0.167562,298,7,0.6,0.5,0.507387672
563,PbMOF,[Pb][OH][Pb],"['O=S([O-])(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)=O', 'C1(C2=CC[N-]C=C2)=CC[N-]C=C1']",333.59,3.83,fes,2.27161,1.16161,2.26499,1.85335,0,0,0.31055,0.167562,298,7,0.6,1,1.80234674
564,PbMOF,[Pb][OH][Pb],"['O=S([O-])(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)=O', 'C1(C2=CC[N-]C=C2)=CC[N-]C=C1']",333.59,3.83,fes,2.27161,1.16161,2.26499,1.85335,0,0,0.31055,0.167562,298,7,0.6,5,8.20519991
565,PbMOF,[Pb][OH][Pb],"['O=S([O-])(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)=O', 'C1(C2=CC[N-]C=C2)=CC[N-]C=C1']",333.59,3.83,fes,2.27161,1.16161,2.26499,1.85335,0,0,0.31055,0.167562,298,7,0.6,10,16.47831966
566,PbMOF,[Pb][OH][Pb],"['O=S([O-])(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)=O', 'C1(C2=CC[N-]C=C2)=CC[N-]C=C1']",333.59,3.83,fes,2.27161,1.16161,2.26499,1.85335,0,0,0.31055,0.167562,298,7,0.6,20,24.75879453
567,PbMOF,[Pb][OH][Pb],"['O=S([O-])(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)=O', 'C1(C2=CC[N-]C=C2)=CC[N-]C=C1']",333.59,3.83,fes,2.27161,1.16161,2.26499,1.85335,0,0,0.31055,0.167562,298,7,0.6,30,25.92366009
568,PbMOF,[Pb][OH][Pb],"['O=S([O-])(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)=O', 'C1(C2=CC[N-]C=C2)=CC[N-]C=C1']",333.59,3.83,fes,2.27161,1.16161,2.26499,1.85335,0,0,0.31055,0.167562,298,7,0.6,40,25.7941412
569,PbMOF,[Pb][OH][Pb],"['O=S([O-])(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)=O', 'C1(C2=CC[N-]C=C2)=CC[N-]C=C1']",333.59,3.83,fes,2.27161,1.16161,2.26499,1.85335,0,0,0.31055,0.167562,298,7,0.6,50,25.23331405
570,PbMOF,[Pb][OH][Pb],"['O=S([O-])(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)=O', 'C1(C2=CC[N-]C=C2)=CC[N-]C=C1']",333.59,3.83,fes,2.27161,1.16161,2.26499,1.85335,0,0,0.31055,0.167562,298,7,0.6,60,25.60727543
571,PbMOF,[Pb][OH][Pb],"['O=S([O-])(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)=O', 'C1(C2=CC[N-]C=C2)=CC[N-]C=C1']",333.59,3.83,fes,2.27161,1.16161,2.26499,1.85335,0,0,0.31055,0.167562,298,7,1,0.5,0.507272748
572,PbMOF,[Pb][OH][Pb],"['O=S([O-])(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)=O', 'C1(C2=CC[N-]C=C2)=CC[N-]C=C1']",333.59,3.83,fes,2.27161,1.16161,2.26499,1.85335,0,0,0.31055,0.167562,298,7,1,1,1.154752282
573,PbMOF,[Pb][OH][Pb],"['O=S([O-])(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)=O', 'C1(C2=CC[N-]C=C2)=CC[N-]C=C1']",333.59,3.83,fes,2.27161,1.16161,2.26499,1.85335,0,0,0.31055,0.167562,298,7,1,5,4.967687316
574,PbMOF,[Pb][OH][Pb],"['O=S([O-])(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)=O', 'C1(C2=CC[N-]C=C2)=CC[N-]C=C1']",333.59,3.83,fes,2.27161,1.16161,2.26499,1.85335,0,0,0.31055,0.167562,298,7,1,10,10.00363925
575,PbMOF,[Pb][OH][Pb],"['O=S([O-])(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)=O', 'C1(C2=CC[N-]C=C2)=CC[N-]C=C1']",333.59,3.83,fes,2.27161,1.16161,2.26499,1.85335,0,0,0.31055,0.167562,298,7,1,20,17.70455442
576,PbMOF,[Pb][OH][Pb],"['O=S([O-])(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)=O', 'C1(C2=CC[N-]C=C2)=CC[N-]C=C1']",333.59,3.83,fes,2.27161,1.16161,2.26499,1.85335,0,0,0.31055,0.167562,298,7,1,30,23.89709741
577,PbMOF,[Pb][OH][Pb],"['O=S([O-])(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)=O', 'C1(C2=CC[N-]C=C2)=CC[N-]C=C1']",333.59,3.83,fes,2.27161,1.16161,2.26499,1.85335,0,0,0.31055,0.167562,298,7,1,40,22.76211199
578,PbMOF,[Pb][OH][Pb],"['O=S([O-])(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)=O', 'C1(C2=CC[N-]C=C2)=CC[N-]C=C1']",333.59,3.83,fes,2.27161,1.16161,2.26499,1.85335,0,0,0.31055,0.167562,298,7,1,50,22.77636251
579,PbMOF,[Pb][OH][Pb],"['O=S([O-])(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)=O', 'C1(C2=CC[N-]C=C2)=CC[N-]C=C1']",333.59,3.83,fes,2.27161,1.16161,2.26499,1.85335,0,0,0.31055,0.167562,298,7,1,60,22.71855595
580,PbMOF,[Pb][OH][Pb],"['O=S([O-])(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)=O', 'C1(C2=CC[N-]C=C2)=CC[N-]C=C1']",333.59,3.83,fes,2.27161,1.16161,2.26499,1.85335,0,0,0.31055,0.167562,298,7,1.4,0.5,0.363388407
581,PbMOF,[Pb][OH][Pb],"['O=S([O-])(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)=O', 'C1(C2=CC[N-]C=C2)=CC[N-]C=C1']",333.59,3.83,fes,2.27161,1.16161,2.26499,1.85335,0,0,0.31055,0.167562,298,7,1.4,1,0.79504143
582,PbMOF,[Pb][OH][Pb],"['O=S([O-])(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)=O', 'C1(C2=CC[N-]C=C2)=CC[N-]C=C1']",333.59,3.83,fes,2.27161,1.16161,2.26499,1.85335,0,0,0.31055,0.167562,298,7,1.4,5,3.528843907
583,PbMOF,[Pb][OH][Pb],"['O=S([O-])(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)=O', 'C1(C2=CC[N-]C=C2)=CC[N-]C=C1']",333.59,3.83,fes,2.27161,1.16161,2.26499,1.85335,0,0,0.31055,0.167562,298,7,1.4,10,7.054125182
