HPC_index,name,metal_smiles,organ_smiles,mε,mσ,topo,GLD,PLD,LCD,q,VSA,GSA,VF,AV,Tem,pH,Dosage,Concentration,Capacity
584,PbMOF,[Pb][OH][Pb],"['O=S([O-])(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)=O', 'C1(C2=CC[N-]C=C2)=CC[N-]C=C1']",333.59,3.83,fes,2.27161,1.16161,2.26499,1.85335,0,0,0.31055,0.167562,298,7,1.4,20,13.53006976
585,PbMOF,[Pb][OH][Pb],"['O=S([O-])(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)=O', 'C1(C2=CC[N-]C=C2)=CC[N-]C=C1']",333.59,3.83,fes,2.27161,1.16161,2.26499,1.85335,0,0,0.31055,0.167562,298,7,1.4,30,14.33430508
586,PbMOF,[Pb][OH][Pb],"['O=S([O-])(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)=O', 'C1(C2=CC[N-]C=C2)=CC[N-]C=C1']",333.59,3.83,fes,2.27161,1.16161,2.26499,1.85335,0,0,0.31055,0.167562,298,7,1.4,40,15.85612332
587,PbMOF,[Pb][OH][Pb],"['O=S([O-])(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)=O', 'C1(C2=CC[N-]C=C2)=CC[N-]C=C1']",333.59,3.83,fes,2.27161,1.16161,2.26499,1.85335,0,0,0.31055,0.167562,298,7,1.4,50,15.51181223
588,PbMOF,[Pb][OH][Pb],"['O=S([O-])(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)=O', 'C1(C2=CC[N-]C=C2)=CC[N-]C=C1']",333.59,3.83,fes,2.27161,1.16161,2.26499,1.85335,0,0,0.31055,0.167562,298,7,1.4,60,15.66960233
589,YbMOF,[OH2][Yb],['O=S(=O)(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)c3cccnc3[O-]'],114.72,2.99,rna,4.95515,4.23799,4.90463,1.52786,406.58,266.11,0.43174,0.282578,288,5,4,22.00728147,5.490196078
590,YbMOF,[OH2][Yb],['O=S(=O)(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)c3cccnc3[O-]'],114.72,2.99,rna,4.95515,4.23799,4.90463,1.52786,406.58,266.11,0.43174,0.282578,288,5,4,42.41474118,10.58823529
591,YbMOF,[OH2][Yb],['O=S(=O)(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)c3cccnc3[O-]'],114.72,2.99,rna,4.95515,4.23799,4.90463,1.52786,406.58,266.11,0.43174,0.282578,288,5,4,82.18679582,19.80392157
592,YbMOF,[OH2][Yb],['O=S(=O)(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)c3cccnc3[O-]'],114.72,2.99,rna,4.95515,4.23799,4.90463,1.52786,406.58,266.11,0.43174,0.282578,288,5,4,109.7160562,23.92156863
593,YbMOF,[OH2][Yb],['O=S(=O)(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)c3cccnc3[O-]'],114.72,2.99,rna,4.95515,4.23799,4.90463,1.52786,406.58,266.11,0.43174,0.282578,288,5,4,144.6318905,30.78431373
594,YbMOF,[OH2][Yb],['O=S(=O)(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)c3cccnc3[O-]'],114.72,2.99,rna,4.95515,4.23799,4.90463,1.52786,406.58,266.11,0.43174,0.282578,288,5,4,180.0458245,38.43137255
595,YbMOF,[OH2][Yb],['O=S(=O)(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)c3cccnc3[O-]'],114.72,2.99,rna,4.95515,4.23799,4.90463,1.52786,406.58,266.11,0.43174,0.282578,288,5,4,226.0724616,45.49019608
596,YbMOF,[OH2][Yb],['O=S(=O)(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)c3cccnc3[O-]'],114.72,2.99,rna,4.95515,4.23799,4.90463,1.52786,406.58,266.11,0.43174,0.282578,288,5,4,280.9018599,51.56862745
597,YbMOF,[OH2][Yb],['O=S(=O)(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)c3cccnc3[O-]'],114.72,2.99,rna,4.95515,4.23799,4.90463,1.52786,406.58,266.11,0.43174,0.282578,288,5,4,312.108684,53.7254902
598,YbMOF,[OH2][Yb],['O=S(=O)(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)c3cccnc3[O-]'],114.72,2.99,rna,4.95515,4.23799,4.90463,1.52786,406.58,266.11,0.43174,0.282578,288,5,4,356.3720446,59.80392157
599,YbMOF,[OH2][Yb],['O=S(=O)(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)c3cccnc3[O-]'],114.72,2.99,rna,4.95515,4.23799,4.90463,1.52786,406.58,266.11,0.43174,0.282578,288,5,4,395.8971513,66.07843137
600,YbMOF,[OH2][Yb],['O=S(=O)(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)c3cccnc3[O-]'],114.72,2.99,rna,4.95515,4.23799,4.90463,1.52786,406.58,266.11,0.43174,0.282578,298,5,4,22.79218377,5.68627451
601,YbMOF,[OH2][Yb],['O=S(=O)(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)c3cccnc3[O-]'],114.72,2.99,rna,4.95515,4.23799,4.90463,1.52786,406.58,266.11,0.43174,0.282578,298,5,4,42.41474118,10.58823529
602,YbMOF,[OH2][Yb],['O=S(=O)(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)c3cccnc3[O-]'],114.72,2.99,rna,4.95515,4.23799,4.90463,1.52786,406.58,266.11,0.43174,0.282578,298,5,4,84.12571888,20.58823529
603,YbMOF,[OH2][Yb],['O=S(=O)(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)c3cccnc3[O-]'],114.72,2.99,rna,4.95515,4.23799,4.90463,1.52786,406.58,266.11,0.43174,0.282578,298,5,4,115.790788,27.05882353
604,YbMOF,[OH2][Yb],['O=S(=O)(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)c3cccnc3[O-]'],114.72,2.99,rna,4.95515,4.23799,4.90463,1.52786,406.58,266.11,0.43174,0.282578,298,5,4,151.4915246,34.11764706
605,YbMOF,[OH2][Yb],['O=S(=O)(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)c3cccnc3[O-]'],114.72,2.99,rna,4.95515,4.23799,4.90463,1.52786,406.58,266.11,0.43174,0.282578,298,5,4,185.0310261,41.17647059
606,YbMOF,[OH2][Yb],['O=S(=O)(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)c3cccnc3[O-]'],114.72,2.99,rna,4.95515,4.23799,4.90463,1.52786,406.58,266.11,0.43174,0.282578,298,5,4,239.4871019,51.96078431
607,YbMOF,[OH2][Yb],['O=S(=O)(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)c3cccnc3[O-]'],114.72,2.99,rna,4.95515,4.23799,4.90463,1.52786,406.58,266.11,0.43174,0.282578,298,5,4,301.3051155,61.76470588
608,YbMOF,[OH2][Yb],['O=S(=O)(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)c3cccnc3[O-]'],114.72,2.99,rna,4.95515,4.23799,4.90463,1.52786,406.58,266.11,0.43174,0.282578,298,5,4,333.6659604,64.50980392
609,YbMOF,[OH2][Yb],['O=S(=O)(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)c3cccnc3[O-]'],114.72,2.99,rna,4.95515,4.23799,4.90463,1.52786,406.58,266.11,0.43174,0.282578,298,5,4,375.0765143,69.21568627
610,YbMOF,[OH2][Yb],['O=S(=O)(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)c3cccnc3[O-]'],114.72,2.99,rna,4.95515,4.23799,4.90463,1.52786,406.58,266.11,0.43174,0.282578,298,5,4,410.530303,73.33333333
611,YbMOF,[OH2][Yb],['O=S(=O)(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)c3cccnc3[O-]'],114.72,2.99,rna,4.95515,4.23799,4.90463,1.52786,406.58,266.11,0.43174,0.282578,308,5,4,22.00728147,5.490196078
612,YbMOF,[OH2][Yb],['O=S(=O)(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)c3cccnc3[O-]'],114.72,2.99,rna,4.95515,4.23799,4.90463,1.52786,406.58,266.11,0.43174,0.282578,308,5,4,42.6548784,10.58823529
613,YbMOF,[OH2][Yb],['O=S(=O)(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)c3cccnc3[O-]'],114.72,2.99,rna,4.95515,4.23799,4.90463,1.52786,406.58,266.11,0.43174,0.282578,308,5,4,85.27973969,21.17647059
614,YbMOF,[OH2][Yb],['O=S(=O)(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)c3cccnc3[O-]'],114.72,2.99,rna,4.95515,4.23799,4.90463,1.52786,406.58,266.11,0.43174,0.282578,308,5,4,121.4964013,29.80392157
615,YbMOF,[OH2][Yb],['O=S(=O)(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)c3cccnc3[O-]'],114.72,2.99,rna,4.95515,4.23799,4.90463,1.52786,406.58,266.11,0.43174,0.282578,308,5,4,163.5764975,40.19607843
616,YbMOF,[OH2][Yb],['O=S(=O)(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)c3cccnc3[O-]'],114.72,2.99,rna,4.95515,4.23799,4.90463,1.52786,406.58,266.11,0.43174,0.282578,308,5,4,198.7502943,47.84313725
617,YbMOF,[OH2][Yb],['O=S(=O)(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)c3cccnc3[O-]'],114.72,2.99,rna,4.95515,4.23799,4.90463,1.52786,406.58,266.11,0.43174,0.282578,308,5,4,246.6513638,55.49019608
618,YbMOF,[OH2][Yb],['O=S(=O)(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)c3cccnc3[O-]'],114.72,2.99,rna,4.95515,4.23799,4.90463,1.52786,406.58,266.11,0.43174,0.282578,308,5,4,314.7842465,68.43137255
619,YbMOF,[OH2][Yb],['O=S(=O)(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)c3cccnc3[O-]'],114.72,2.99,rna,4.95515,4.23799,4.90463,1.52786,406.58,266.11,0.43174,0.282578,308,5,4,349.997898,72.54901961
620,YbMOF,[OH2][Yb],['O=S(=O)(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)c3cccnc3[O-]'],114.72,2.99,rna,4.95515,4.23799,4.90463,1.52786,406.58,266.11,0.43174,0.282578,308,5,4,396.2646723,79.60784314
621,YbMOF,[OH2][Yb],['O=S(=O)(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)c3cccnc3[O-]'],114.72,2.99,rna,4.95515,4.23799,4.90463,1.52786,406.58,266.11,0.43174,0.282578,308,5,4,427.1668685,81.56862745
622,Zrasp,[Zr],['N[C@@H](CC([O-])=O)C([O-])=O'],34.72,2.78,fcu,5.40116,0.77259,5.40116,2.08782,427.63,204.82,0.34202,0.163817,298,7,0.2,6,30
623,Zrasp,[Zr],['N[C@@H](CC([O-])=O)C([O-])=O'],34.72,2.78,fcu,5.40116,0.77259,5.40116,2.08782,427.63,204.82,0.34202,0.163817,298,7,0.2,10.66666667,53.33333333
624,Zrasp,[Zr],['N[C@@H](CC([O-])=O)C([O-])=O'],34.72,2.78,fcu,5.40116,0.77259,5.40116,2.08782,427.63,204.82,0.34202,0.163817,298,7,0.2,22.89350649,82
625,Zrasp,[Zr],['N[C@@H](CC([O-])=O)C([O-])=O'],34.72,2.78,fcu,5.40116,0.77259,5.40116,2.08782,427.63,204.82,0.34202,0.163817,298,7,0.2,47.67272727,102
626,Zrasp,[Zr],['N[C@@H](CC([O-])=O)C([O-])=O'],34.72,2.78,fcu,5.40116,0.77259,5.40116,2.08782,427.63,204.82,0.34202,0.163817,298,7,0.2,72.28225108,106
627,Zrasp,[Zr],['N[C@@H](CC([O-])=O)C([O-])=O'],34.72,2.78,fcu,5.40116,0.77259,5.40116,2.08782,427.63,204.82,0.34202,0.163817,298,7,0.2,95.19307359,108
628,Zrasp,[Zr],['N[C@@H](CC([O-])=O)C([O-])=O'],34.72,2.78,fcu,5.40116,0.77259,5.40116,2.08782,427.63,204.82,0.34202,0.163817,298,7,0.2,118.969697,110
629,Zrsuc,[O][Zr]123[O]4[Zr]56[O]3[Zr]37([O]2[Zr]28[O]1[Zr]14([O]6[Zr]([O]53)([O]21)([O]78)[O])[O])[O],['C(CC(=O)[O-])C(=O)[O-]'],34.72,2.78,bct,4.00705,1.85997,3.4959,2.06428,310.12,150.23,0.36786,0.178202,298,7,0.2,5.2,26
630,Zrsuc,[O][Zr]123[O]4[Zr]56[O]3[Zr]37([O]2[Zr]28[O]1[Zr]14([O]6[Zr]([O]53)([O]21)([O]78)[O])[O])[O],['C(CC(=O)[O-])C(=O)[O-]'],34.72,2.78,bct,4.00705,1.85997,3.4959,2.06428,310.12,150.23,0.36786,0.178202,298,7,0.2,10.66666667,53.33333333
631,Zrsuc,[O][Zr]123[O]4[Zr]56[O]3[Zr]37([O]2[Zr]28[O]1[Zr]14([O]6[Zr]([O]53)([O]21)([O]78)[O])[O])[O],['C(CC(=O)[O-])C(=O)[O-]'],34.72,2.78,bct,4.00705,1.85997,3.4959,2.06428,310.12,150.23,0.36786,0.178202,298,7,0.2,23.19826839,107.3333333
632,Zrsuc,[O][Zr]123[O]4[Zr]56[O]3[Zr]37([O]2[Zr]28[O]1[Zr]14([O]6[Zr]([O]53)([O]21)([O]78)[O])[O])[O],['C(CC(=O)[O-])C(=O)[O-]'],34.72,2.78,bct,4.00705,1.85997,3.4959,2.06428,310.12,150.23,0.36786,0.178202,298,7,0.2,47.47705628,122.6666667
633,Zrsuc,[O][Zr]123[O]4[Zr]56[O]3[Zr]37([O]2[Zr]28[O]1[Zr]14([O]6[Zr]([O]53)([O]21)([O]78)[O])[O])[O],['C(CC(=O)[O-])C(=O)[O-]'],34.72,2.78,bct,4.00705,1.85997,3.4959,2.06428,310.12,150.23,0.36786,0.178202,298,7,0.2,72.25281385,125.3333333
634,Zrsuc,[O][Zr]123[O]4[Zr]56[O]3[Zr]37([O]2[Zr]28[O]1[Zr]14([O]6[Zr]([O]53)([O]21)([O]78)[O])[O])[O],['C(CC(=O)[O-])C(=O)[O-]'],34.72,2.78,bct,4.00705,1.85997,3.4959,2.06428,310.12,150.23,0.36786,0.178202,298,7,0.2,95.46320347,126.6666667
635,Zrsuc,[O][Zr]123[O]4[Zr]56[O]3[Zr]37([O]2[Zr]28[O]1[Zr]14([O]6[Zr]([O]53)([O]21)([O]78)[O])[O])[O],['C(CC(=O)[O-])C(=O)[O-]'],34.72,2.78,bct,4.00705,1.85997,3.4959,2.06428,310.12,150.23,0.36786,0.178202,298,7,0.2,119.1064935,128
636,Zrfum,[O][Zr]123[O]4[Zr]56[O]3[Zr]37([O]2[Zr]28[O]1[Zr]14([O]6[Zr]([O]53)([O]21)([O]78)[O])[O])[O],['C(/C=C/C(=O)[O-])C(=O)[O-]'],34.72,2.78,bct,4.00705,1.85997,3.4959,2.06428,310.12,150.23,0.36786,0.178202,298,7,0.2,4.831168831,13.33333333
637,Zrfum,[O][Zr]123[O]4[Zr]56[O]3[Zr]37([O]2[Zr]28[O]1[Zr]14([O]6[Zr]([O]53)([O]21)([O]78)[O])[O])[O],['C(/C=C/C(=O)[O-])C(=O)[O-]'],34.72,2.78,bct,4.00705,1.85997,3.4959,2.06428,310.12,150.23,0.36786,0.178202,298,7,0.2,10.46233766,30.66666667
638,Zrfum,[O][Zr]123[O]4[Zr]56[O]3[Zr]37([O]2[Zr]28[O]1[Zr]14([O]6[Zr]([O]53)([O]21)([O]78)[O])[O])[O],['C(/C=C/C(=O)[O-])C(=O)[O-]'],34.72,2.78,bct,4.00705,1.85997,3.4959,2.06428,310.12,150.23,0.36786,0.178202,298,7,0.2,22.82077922,51.33333333
639,Zrfum,[O][Zr]123[O]4[Zr]56[O]3[Zr]37([O]2[Zr]28[O]1[Zr]14([O]6[Zr]([O]53)([O]21)([O]78)[O])[O])[O],['C(/C=C/C(=O)[O-])C(=O)[O-]'],34.72,2.78,bct,4.00705,1.85997,3.4959,2.06428,310.12,150.23,0.36786,0.178202,298,7,0.2,47.53419914,75.33333333
640,Zrfum,[O][Zr]123[O]4[Zr]56[O]3[Zr]37([O]2[Zr]28[O]1[Zr]14([O]6[Zr]([O]53)([O]21)([O]78)[O])[O])[O],['C(/C=C/C(=O)[O-])C(=O)[O-]'],34.72,2.78,bct,4.00705,1.85997,3.4959,2.06428,310.12,150.23,0.36786,0.178202,298,7,0.2,71.97748917,80.66666667
641,Zrfum,[O][Zr]123[O]4[Zr]56[O]3[Zr]37([O]2[Zr]28[O]1[Zr]14([O]6[Zr]([O]53)([O]21)([O]78)[O])[O])[O],['C(/C=C/C(=O)[O-])C(=O)[O-]'],34.72,2.78,bct,4.00705,1.85997,3.4959,2.06428,310.12,150.23,0.36786,0.178202,298,7,0.2,95.62077922,82
642,Zrfum,[O][Zr]123[O]4[Zr]56[O]3[Zr]37([O]2[Zr]28[O]1[Zr]14([O]6[Zr]([O]53)([O]21)([O]78)[O])[O])[O],['C(/C=C/C(=O)[O-])C(=O)[O-]'],34.72,2.78,bct,4.00705,1.85997,3.4959,2.06428,310.12,150.23,0.36786,0.178202,298,7,0.2,119.1307359,82.66666667
643,Zrmal,[O][Zr]123[O]4[Zr]56[O]3[Zr]37([O]2[Zr]28[O]1[Zr]14([O]6[Zr]([O]53)([O]21)([O]78)[O])[O])[O],['OC(CC(O)[O-])C(O)[O-]'],34.72,2.78,bct,4.00705,1.85997,3.4959,2.06428,310.12,150.23,0.36786,0.178202,298,7,0.2,4.831168831,25.33333333
644,Zrmal,[O][Zr]123[O]4[Zr]56[O]3[Zr]37([O]2[Zr]28[O]1[Zr]14([O]6[Zr]([O]53)([O]21)([O]78)[O])[O])[O],['OC(CC(O)[O-])C(O)[O-]'],34.72,2.78,bct,4.00705,1.85997,3.4959,2.06428,310.12,150.23,0.36786,0.178202,298,7,0.2,22.82077922,76
645,Zrmal,[O][Zr]123[O]4[Zr]56[O]3[Zr]37([O]2[Zr]28[O]1[Zr]14([O]6[Zr]([O]53)([O]21)([O]78)[O])[O])[O],['OC(CC(O)[O-])C(O)[O-]'],34.72,2.78,bct,4.00705,1.85997,3.4959,2.06428,310.12,150.23,0.36786,0.178202,298,7,0.2,47.53419914,92
646,Zrmal,[O][Zr]123[O]4[Zr]56[O]3[Zr]37([O]2[Zr]28[O]1[Zr]14([O]6[Zr]([O]53)([O]21)([O]78)[O])[O])[O],['OC(CC(O)[O-])C(O)[O-]'],34.72,2.78,bct,4.00705,1.85997,3.4959,2.06428,310.12,150.23,0.36786,0.178202,298,7,0.2,71.97748917,100
647,Zrmal,[O][Zr]123[O]4[Zr]56[O]3[Zr]37([O]2[Zr]28[O]1[Zr]14([O]6[Zr]([O]53)([O]21)([O]78)[O])[O])[O],['OC(CC(O)[O-])C(O)[O-]'],34.72,2.78,bct,4.00705,1.85997,3.4959,2.06428,310.12,150.23,0.36786,0.178202,298,7,0.2,95.62077922,102
648,Zrmal,[O][Zr]123[O]4[Zr]56[O]3[Zr]37([O]2[Zr]28[O]1[Zr]14([O]6[Zr]([O]53)([O]21)([O]78)[O])[O])[O],['OC(CC(O)[O-])C(O)[O-]'],34.72,2.78,bct,4.00705,1.85997,3.4959,2.06428,310.12,150.23,0.36786,0.178202,298,7,0.2,119.1307359,102.6666667
